xp,xv,angle,w
1.512855170616604683e+00,-1.073733429841473130e+00,-4.756322456313090072e-03,8.733912852022508722e-02
1.502120688034686458e+00,-1.073149680910296500e+00,-3.887973441408316445e-03,8.633146602750692289e-02
1.491392443370007870e+00,-1.072486019865954487e+00,-3.029677210555854587e-03,8.532858085930258851e-02
1.480671230552162987e+00,-1.071743483757636728e+00,-2.181385720671362959e-03,8.433052652806617699e-02
1.469957833177915951e+00,-1.070923102110886038e+00,-1.343050407045272635e-03,8.333735386230572972e-02
1.459253024586175895e+00,-1.070025896979742930e+00,-5.146222097096802379e-04,8.234911110061124417e-02
1.448557567932454493e+00,-1.069052882998214882e+00,3.039484011205848381e-04,8.136584398280280461e-02
1.437872216262811698e+00,-1.068005067431058164e+00,1.112711400504243220e-03,8.038759583826288191e-02
1.427197712587296996e+00,-1.066883450223856444e+00,1.911717185099359295e-03,7.941440767151698721e-02
1.416534789952894169e+00,-1.065689024052385525e+00,2.701016550331447174e-03,7.844631824512610097e-02
1.405884171515975112e+00,-1.064422774371255986e+00,3.480660668377323977e-03,7.748336415995389637e-02
1.395246570614271597e+00,-1.063085679461824196e+00,4.250701066938769590e-03,7.652557993287148475e-02
1.384622690838371195e+00,-1.061678710479368570e+00,5.011189608780679608e-03,7.557299807196148078e-02
1.374013226102745122e+00,-1.060202831499524212e+00,5.762178472009012349e-03,7.462564914928287996e-02
1.363418860716316239e+00,-1.058658999563977243e+00,6.503720131064442446e-03,7.368356187125749135e-02
1.352840269452572075e+00,-1.057048164725413297e+00,7.235867338408235455e-03,7.274676314673782229e-02
1.342278117619234434e+00,-1.055371270091725711e+00,7.958673106877455980e-03,7.181527815281585347e-02
1.331733061127488238e+00,-1.053629251869480532e+00,8.672190692687214639e-03,7.088913039843129649e-02
1.321205746560781158e+00,-1.051823039406644789e+00,9.376473579058235142e-03,6.996834178583687114e-02
1.310696811243199145e+00,-1.049953555234580005e+00,1.007157546044859173e-02,6.905293266997787616e-02
1.300206883307425176e+00,-1.048021715109307195e+00,1.075755022736905875e-02,6.814292191584188363e-02
1.289736581762289447e+00,-1.046028428052049097e+00,1.143445195176202682e-02,6.723832695383399893e-02
1.279286516559917875e+00,-1.043974596389055876e+00,1.210233487292453752e-02,6.633916383323204546e-02
1.268857288662485150e+00,-1.041861115790723824e+00,1.276125338395647964e-02,6.544544727377508975e-02
1.258449490108580981e+00,-1.039688875310014859e+00,1.341126201871557094e-02,6.455719071543801479e-02
1.248063704079195313e+00,-1.037458757420185229e+00,1.405241543926122154e-02,6.367440636644372542e-02
1.237700504963329395e+00,-1.035171638051834320e+00,1.468476842376992449e-02,6.279710524956379214e-02
1.227360458423239598e+00,-1.032828386629284889e+00,1.530837585490530013e-02,6.192529724675727154e-02
1.217044121459321726e+00,-1.030429866106304049e+00,1.592329270862642351e-02,6.105899114219669188e-02
1.206752042474640296e+00,-1.027976933001177873e+00,1.652957404341855174e-02,6.019819466372899192e-02
1.196484761339110303e+00,-1.025470437431150739e+00,1.712727498993082964e-02,5.934291452281847262e-02
1.186242809453338376e+00,-1.022911223146243609e+00,1.771645074100601513e-02,5.849315645301773892e-02
1.176026709812128646e+00,-1.020300127562461467e+00,1.829715654208776895e-02,5.764892524701172027e-02
1.165836977067659097e+00,-1.017637981794404789e+00,1.886944768199140879e-02,5.681022479227884614e-02
1.155674117592334849e+00,-1.014925610687297919e+00,1.943337948402455023e-02,5.597705810541257071e-02
1.145538629541324793e+00,-1.012163832848448353e+00,1.998900729744444368e-02,5.514942736514544253e-02
1.135431002914784715e+00,-1.009353460678148906e+00,2.053638648923923962e-02,5.432733394411700528e-02
1.125351719619776425e+00,-1.006495300400039872e+00,2.107557243622080329e-02,5.351077843942582402e-02
1.115301253531883585e+00,-1.003590152090942489e+00,2.160662051741715772e-02,5.269976070200506346e-02
1.105280070556533767e+00,-1.000638809710178601e+00,2.212958610675294646e-02,5.189427986486011557e-02
1.095288628690028299e+00,-9.976420611283918216e-01,2.264452456600674415e-02,5.109433437020574620e-02
1.085327378080287231e+00,-9.946006881558835389e-01,2.315149123803438708e-02,5.029992199553952326e-02
1.075396761087312969e+00,-9.915154665704778436e-01,2.365054144024787697e-02,4.951103987868715750e-02
1.065497212343377686e+00,-9.883871661449309398e-01,2.414173045833972742e-02,4.872768454185468640e-02
1.055629158812938950e+00,-9.852165506738980172e-01,2.462511354024302102e-02,4.794985191472145997e-02
1.045793019852287564e+00,-9.820043780004730216e-01,2.510074589031774037e-02,4.717753735660698555e-02
1.035989207268931844e+00,-9.787514000423142013e-01,2.556868266375425525e-02,4.641073567774394587e-02
1.026218125380723656e+00,-9.754583628173716381e-01,2.602897896118522639e-02,4.564944115968873339e-02
1.016480171074727767e+00,-9.721260064692283098e-01,2.648168982349740491e-02,4.489364757490008767e-02
1.006775733865841405e+00,-9.687550652920707828e-01,2.692687022683520545e-02,4.414334820551559652e-02
9.971051959551635591e-01,-9.653462677553019677e-01,2.736457507778812873e-02,4.339853586135489910e-02
9.874689322881222697e-01,-9.619003365278105955e-01,2.779485920875450142e-02,4.265920289717788083e-02
9.778673106123592085e-01,-9.584179885019101786e-01,2.821777737347415035e-02,4.192534122922503270e-02
9.683006915353773447e-01,-9.548999348169612267e-01,2.863338424272302701e-02,4.119694235106668295e-02
9.587694285819533535e-01,-9.513468808826900380e-01,2.904173440016297528e-02,4.047399734878686511e-02
9.492738682513188753e-01,-9.477595264022168342e-01,2.944288233834009907e-02,3.975649691552689269e-02
9.398143500741124035e-01,-9.441385653948061174e-01,2.983688245482547796e-02,3.904443136541303067e-02
9.303912066691053528e-01,-9.404846862183522394e-01,3.022378904849219033e-02,3.833779064689183530e-02
9.210047637997043068e-01,-9.367985715916119505e-01,3.060365631592279478e-02,3.763656435549612295e-02
9.116553404302321084e-01,-9.330808986161970298e-01,3.097653834794174277e-02,3.694074174606381405e-02
9.023432487819906811e-01,-9.293323387983380979e-01,3.134248912626732414e-02,3.625031174443121146e-02
8.930687943891063574e-01,-9.255535580704320475e-01,3.170156252027800381e-02,3.556526295862157822e-02
8.838322761541619332e-01,-9.217452168123845269e-01,3.205381228388821252e-02,3.488558368954934596e-02
8.746339864036152267e-01,-9.179079698727585779e-01,3.239929205252883165e-02,3.421126194125952147e-02
8.654742109430079156e-01,-9.140424665897405321e-01,3.273805534022782709e-02,3.354228543072129698e-02
8.563532291119647644e-01,-9.101493508119344877e-01,3.307015553678668146e-02,3.287864159719430107e-02
8.472713138389864618e-01,-9.062292609189953607e-01,3.339564590504839892e-02,3.222031761118527432e-02
8.382287316960365109e-01,-9.022828298421111670e-01,3.371457957825314128e-02,3.156730038301240604e-02
8.292257429529240609e-01,-8.983106850843446400e-01,3.402700955747757494e-02,3.091957657099398543e-02
8.202626016314840118e-01,-8.943134487408440636e-01,3.433298870915430651e-02,3.027713258927751394e-02
8.113395555595555031e-01,-8.902917375189328686e-01,3.463256976266790299e-02,2.963995461532479767e-02
8.024568464247604505e-01,-8.862461627580875412e-01,3.492580530802405492e-02,2.900802859706815701e-02
7.936147098280821321e-01,-8.821773304498123913e-01,3.521274779358878060e-02,2.838134025975220034e-02
7.848133753372464883e-01,-8.780858412574209515e-01,3.549344952389446584e-02,2.775987511247526851e-02
7.760530665399049122e-01,-8.739722905357319993e-01,3.576796265750992881e-02,2.714361845444407395e-02
7.673340010966214209e-01,-8.698372683506884195e-01,3.603633920497163051e-02,2.653255538095461788e-02
7.586563907936635376e-01,-8.656813594989076766e-01,3.629863102677337305e-02,2.592667078911201073e-02
7.500204415955979975e-01,-8.615051435271712243e-01,3.655488983141195330e-02,2.532594938330133896e-02
7.414263536976918312e-01,-8.573091947518607370e-01,3.680516717348630840e-02,2.473037568042133968e-02
7.328743215781194920e-01,-8.530940822783483757e-01,3.704951445184790498e-02,2.413993401489217261e-02
7.243645340499761387e-01,-8.488603700203483093e-01,3.728798290780005464e-02,2.355460854344814878e-02
7.158971743130975174e-01,-8.446086167192362604e-01,3.752062362334419865e-02,2.297438324972596660e-02
7.074724200056868861e-01,-8.403393759633440707e-01,3.774748751947103187e-02,2.239924194865845070e-02
6.990904432557490944e-01,-8.360531962072356160e-01,3.796862535449466863e-02,2.182916829068360862e-02
6.907514107323320385e-01,-8.317506207909692861e-01,3.818408772242801869e-02,2.126414576577827925e-02
6.824554836965751603e-01,-8.274321879593548035e-01,3.839392505139761769e-02,2.070415770732534841e-02
6.742028180525659886e-01,-8.230984308812083761e-01,3.859818760209638572e-02,2.014918729582320864e-02
6.659935643980033904e-01,-8.187498776686128465e-01,3.879692546627270394e-02,1.959921756244571017e-02
6.578278680746689755e-01,-8.143870513961871671e-01,3.899018856525435922e-02,1.905423139246058273e-02
6.497058692187051010e-01,-8.100104701203711954e-01,3.917802664850602440e-02,1.851421152851397134e-02
6.416277028107001401e-01,-8.056206468987299196e-01,3.936048929221894199e-02,1.797914057378840677e-02
6.335934987255807949e-01,-8.012180898092819969e-01,3.953762589793156229e-02,1.744900099504124655e-02
6.256033817823104526e-01,-7.968033019698569364e-01,3.970948569118001870e-02,1.692377512553031038e-02
6.176574717933945857e-01,-7.923767815574852547e-01,3.987611772017732314e-02,1.640344516783320480e-02
6.097558836141913075e-01,-7.879390218278254920e-01,4.003757085452021997e-02,1.588799319656645365e-02
6.018987271920278603e-01,-7.834905111346318618e-01,4.019389378392278916e-02,1.537740116101040874e-02
5.940861076151223719e-01,-7.790317329492660869e-01,4.034513501697584853e-02,1.487165088764558218e-02
5.863181251613096556e-01,-7.745631658802569763e-01,4.049134287993125941e-02,1.437072408260577083e-02
5.785948753465718353e-01,-7.700852836929110712e-01,4.063256551551042844e-02,1.387460233405321541e-02
5.709164489733721259e-01,-7.655985553289765821e-01,4.076885088173613780e-02,1.338326711448065490e-02
5.632829321787918841e-01,-7.611034449263646140e-01,4.090024675078708649e-02,1.289669978294503451e-02
5.556944064824701490e-01,-7.566004118389295652e-01,4.102680070787443484e-02,1.241488158723733776e-02
5.481509488343451197e-01,-7.520899106563113667e-01,4.114856015013973467e-02,1.193779366599283936e-02
5.406526316621966810e-01,-7.475723912238417812e-01,4.126557228557370394e-02,1.146541705074582800e-02
5.331995229189897545e-01,-7.430482986625170927e-01,4.137788413195524900e-02,1.099773266793272267e-02
5.257916861300175881e-01,-7.385180733890394089e-01,4.148554251581032526e-02,1.053472134084721887e-02
5.184291804398439840e-01,-7.339821511359275741e-01,4.158859407139009479e-02,1.007636379155103443e-02
5.111120606590443538e-01,-7.294409629717001353e-01,4.168708523966797169e-02,9.622640642743519879e-03
5.038403773107448247e-01,-7.248949353211313618e-01,4.178106226735520817e-02,9.173532419593354720e-03
4.966141766769576193e-01,-7.203444899855824257e-01,4.187057120593459109e-02,8.729019551535261226e-03
4.894335008447134316e-01,-7.157900441634078570e-01,4.195565791071194373e-02,8.289082374034641501e-03
4.822983877519891882e-01,-7.112320104704391577e-01,4.203636803988513443e-02,7.853701130322753715e-03
4.752088712334304188e-01,-7.066707969605462436e-01,4.211274705363031445e-02,7.422855973105008803e-03
4.681649810658678468e-01,-7.021068071462778226e-01,4.218484021320507982e-02,6.996526966244757256e-03
4.611667430136269785e-01,-6.975404400195808208e-01,4.225269258006836975e-02,6.574694086424830684e-03
4.542141788736302477e-01,-6.929720900725994115e-01,4.231634901501691443e-02,6.157337224788976202e-03
4.473073065202906595e-01,-6.884021473185552020e-01,4.237585417733794740e-02,5.744436188565140398e-03
4.404461399501963803e-01,-6.838309973127072450e-01,4.243125252397810659e-02,5.335970702672532782e-03
4.336306893265851059e-01,-6.792590211733928740e-01,4.248258830872832237e-02,4.931920411314193002e-03
4.268609610236077656e-01,-6.746865956031499190e-01,4.252990558142455413e-02,4.532264879556720250e-03
4.201369576703807285e-01,-6.701140929099193011e-01,4.257324818716428511e-02,4.136983594898699206e-03
4.134586781948251244e-01,-6.655418810283284525e-01,4.261265976553865048e-02,3.746055968829278826e-03
4.068261178672935574e-01,-6.609703235410548938e-01,4.264818374988008781e-02,3.359461338378204147e-03
4.002392683439821575e-01,-6.563997797002704138e-01,4.267986336652546814e-02,2.977178967658578729e-03
3.936981177101282481e-01,-6.518306044491641860e-01,4.270774163409461061e-02,2.599188049403490085e-03
3.872026505229922422e-01,-6.472631484435455995e-01,4.273186136278414593e-02,2.225467706497559310e-03
3.807528478546230444e-01,-6.426977580735251383e-01,4.275226515367668012e-02,1.855996993504404344e-03
3.743486873344062937e-01,-6.381347754852733090e-01,4.276899539806520295e-02,1.490754898190905066e-03
3.679901431913946697e-01,-6.335745386028562853e-01,4.278209427679273424e-02,1.129720343049107206e-03
3.616771862964194284e-01,-6.290173811501476031e-01,4.279160375960716634e-02,7.728721868164951849e-04
3.554097842039825594e-01,-6.244636326728153497e-01,4.279756560453132352e-02,4.201892259953299378e-04
3.491879011939283961e-01,-6.199136185603828508e-01,4.280002135724821771e-02,7.165019637165654558e-05
3.430114983128946249e-01,-6.153676600683630760e-01,4.279901235050146552e-02,-2.727662254654683138e-04
3.368805334155413611e-01,-6.108260743404644311e-01,4.279457970351091545e-02,-6.130814206040326349e-04
3.307949612055578470e-01,-6.062891744308669395e-01,4.278676432140349206e-02,-9.493168262879922003e-04
3.247547332764461059e-01,-6.017572693265684780e-01,4.277560689465924326e-02,-1.281493934394675434e-03
3.187597981520807755e-01,-5.972306639697982922e-01,4.276114789857263232e-02,-1.609634289910341371e-03
3.128101013270442876e-01,-5.927096592804971253e-01,4.274342759272907466e-02,-1.933759489403633677e-03
3.069055853067372830e-01,-5.881945521788630726e-01,4.272248602049675409e-02,-2.253891179496682329e-03
3.010461896472629295e-01,-5.836856356079601627e-01,4.269836300853373928e-02,-2.570051055333683662e-03
2.952318509950850323e-01,-5.791831985563893337e-01,4.267109816631044911e-02,-2.882260859046811754e-03
2.894625031264589365e-01,-5.746875260810199171e-01,4.264073088564743902e-02,-3.190542378219374427e-03
2.837380769866350572e-01,-5.701988993297795183e-01,4.260730034026858487e-02,-3.494917444346129932e-03
2.780585007288340904e-01,-5.657175955645014076e-01,4.257084548536969187e-02,-3.795407931290758693e-03
2.724236997529934090e-01,-5.612438881838266447e-01,4.253140505720251485e-02,-4.092035753740471890e-03
2.668335967442843626e-01,-5.567780467461601601e-01,4.248901757267427304e-02,-4.384822865657818022e-03
2.612881117113995399e-01,-5.523203369926781292e-01,4.244372132896263861e-02,-4.673791258729752089e-03
2.557871620246099376e-01,-5.478710208703858608e-01,4.239555440314627527e-02,-4.958962960814048901e-03
2.503306624535909797e-01,-5.434303565552227600e-01,4.234455465185089224e-02,-5.240360034383191069e-03
2.449185252050177231e-01,-5.389985984752142523e-01,4.229075971091088987e-02,-5.518004574965894304e-03
2.395506599599278030e-01,-5.345759973336674520e-01,4.223420699504660397e-02,-5.791918709586399254e-03
2.342269739108525928e-01,-5.301628001324090178e-01,4.217493369755716953e-02,-6.062124595201758004e-03
2.289473717987156320e-01,-5.257592501950633102e-01,4.211297679002899003e-02,-6.328644417137309526e-03
2.237117559494981034e-01,-5.213655871903687400e-01,4.204837302205990945e-02,-6.591500387520570457e-03
2.185200263106709395e-01,-5.169820471555304220e-01,4.198115892099901769e-02,-6.850714743713791008e-03
2.133720804873932286e-01,-5.126088625196069115e-01,4.191137079170213081e-02,-7.106309746745440546e-03
2.082678137784766959e-01,-5.082462621269292491e-01,4.183904471630300187e-02,-7.358307679740870924e-03
2.032071192121156500e-01,-5.038944712605498699e-01,4.176421655400018584e-02,-7.606730846352498417e-03
1.981898875813824790e-01,-4.995537116657196020e-01,4.168692194085960728e-02,-7.851601569189734994e-03
1.932160074794881388e-01,-4.952242015733906988e-01,4.160719628963287231e-02,-8.092942188249038424e-03
1.882853653348075806e-01,-4.909061557237435203e-01,4.152507478959120701e-02,-8.330775059344363090e-03
1.833978454456696439e-01,-4.865997853897350844e-01,4.144059240637516794e-02,-8.565122552538360218e-03
1.785533300149115266e-01,-4.823052984006672150e-01,4.135378388185995818e-02,-8.796007050574644950e-03
1.737516991841974723e-01,-4.780228991657722304e-01,4.126468373403647388e-02,-9.023450947311488501e-03
1.689928310681013679e-01,-4.737527886978140090e-01,4.117332625690797721e-02,-9.247476646157272787e-03
1.642766017879534191e-01,-4.694951646367023779e-01,4.107974552040240257e-02,-9.468106558508059684e-03
1.596028855054505979e-01,-4.652502212731187692e-01,4.098397537030028931e-02,-9.685363102187637477e-03
1.549715544560306968e-01,-4.610181495721508149e-01,4.088604942817828519e-02,-9.899268699890384493e-03
1.503824789820100982e-01,-4.567991371969341019e-01,4.078600109136822083e-02,-1.010984577762734891e-02
1.458355275654850958e-01,-4.525933685322987010e-01,4.068386353293169944e-02,-1.031711676317585182e-02
1.413305668609966259e-01,-4.484010247084184164e-01,4.057966970165015341e-02,-1.052110408453304190e-02
1.368674617279586614e-01,-4.442222836244608120e-01,4.047345232203038851e-02,-1.072183016837370377e-02
1.324460752628499605e-01,-4.400573199722358497e-01,4.036524389432546295e-02,-1.091931743851273090e-02
1.280662688311694775e-01,-4.359063052598411425e-01,4.025507669457099175e-02,-1.111358831437259283e-02
1.237279020991552403e-01,-4.317694078353013221e-01,4.014298277463668185e-02,-1.130466520945617830e-02
1.194308330652669170e-01,-4.276467929102001908e-01,4.002899396229315371e-02,-1.149257052982537164e-02
1.151749180914321269e-01,-4.235386225833030482e-01,3.991314186129393121e-02,-1.167732667258569723e-02
1.109600119340565239e-01,-4.194450558641674154e-01,3.979545785147255155e-02,-1.185895602437742058e-02
1.067859677747979158e-01,-4.153662486967398815e-01,3.967597308885474627e-02,-1.203748095987342351e-02
1.026526372511044338e-01,-4.113023539829374631e-01,3.955471850578558268e-02,-1.221292384028421774e-02
9.855987048651698723e-02,-4.072535216062112551e-01,3.943172481107153071e-02,-1.238530701187044204e-02
9.450751612073621244e-02,-4.032198984550901533e-01,3.930702249013737215e-02,-1.255465280446315703e-02
9.049542133945404077e-02,-3.992016284467032050e-01,3.918064180519786888e-02,-1.272098352999230172e-02
8.652343190395017647e-02,-3.951988525502782568e-01,3.905261279544408604e-02,-1.288432148102361396e-02
8.259139218045374875e-02,-3.912117088106150664e-01,3.892296527724431465e-02,-1.304468892930434921e-02
7.869914516927033199e-02,-3.872403323715310486e-01,3.879172884435948959e-02,-1.320210812431811369e-02
7.484653253367465342e-02,-3.832848554992777101e-01,3.865893286817301960e-02,-1.335660129184910831e-02
7.103339462856929354e-02,-3.793454076059258329e-01,3.852460649793490455e-02,-1.350819063255610970e-02
6.725957052890972621e-02,-3.754221152727175714e-01,3.838877866102009817e-02,-1.365689832055645703e-02
6.352489805789596211e-02,-3.715151022733838015e-01,3.825147806320094296e-02,-1.380274650202037087e-02
5.982921381493126051e-02,-3.676244895974247751e-01,3.811273318893363543e-02,-1.394575729377584526e-02
5.617235320334815207e-02,-3.637503954733520839e-01,3.797257230165857617e-02,-1.408595278192442679e-02
5.255415045790232109e-02,-3.598929353918906004e-01,3.783102344411450740e-02,-1.422335502046812895e-02
4.897443867203460366e-02,-3.560522221291383405e-01,3.768811443866632721e-02,-1.435798602994774707e-02
4.543304982490166399e-02,-3.522283657696825276e-01,3.754387288764645531e-02,-1.448986779609283231e-02
4.192981480817569578e-02,-3.484214737296703057e-01,3.739832617370966727e-02,-1.461902226848356585e-02
3.846456345261366899e-02,-3.446316507798323214e-01,3.725150146020120290e-02,-1.474547135922478665e-02
3.503712455439658702e-02,-3.408589990684574023e-01,3.710342569153810693e-02,-1.486923694163237372e-02
3.164732590123923300e-02,-3.371036181443171631e-01,3.695412559360364280e-02,-1.499034084893225219e-02
2.829499429827092571e-02,-3.333656049795380993e-01,3.680362767415464031e-02,-1.510880487297218584e-02
2.497995559368785742e-02,-3.296450539924205558e-01,3.665195822324165270e-02,-1.522465076294661837e-02
2.170203470417746833e-02,-3.259420570702021847e-01,3.649914331364182557e-02,-1.533790022413471406e-02
1.846105564011550279e-02,-3.222567035917648925e-01,3.634520880130429066e-02,-1.544857491665182873e-02
1.525684153053626785e-02,-3.185890804502833351e-01,3.619018032580800098e-02,-1.555669645421456880e-02
1.208921464787671499e-02,-3.149392720758140696e-01,3.603408331083183397e-02,-1.566228640291963958e-02
8.957996432494929814e-03,-3.113073604578231457e-01,3.587694296463683069e-02,-1.576536628003662177e-02
5.863007516963659321e-03,-3.076934251676512466e-01,3.571878428056044635e-02,-1.586595755281485984e-02
2.804067750139503396e-03,-3.040975433809148809e-01,3.555963203752266627e-02,-1.596408163730461682e-02
-2.190037789915741037e-04,-3.005197898998419603e-01,3.539951080054383470e-02,-1.605975989719261171e-02
-3.206388717691760308e-03,-2.969602371755407644e-01,3.523844492127402306e-02,-1.615301364265211981e-02
-6.158269426071259940e-03,-2.934189553302005149e-01,3.507645853853389589e-02,-1.624386412920772460e-02
-9.074828953909817517e-03,-2.898960121792228950e-01,3.491357557886677621e-02,-1.633233255661487721e-02
-1.195625101769920602e-02,-2.863914732532825136e-01,3.474981975710188936e-02,-1.641844006775434670e-02
-1.480271997790595651e-02,-2.829054018203155385e-01,3.458521457692859125e-02,-1.650220774754169312e-02
-1.761442081645361868e-02,-2.794378589074348884e-01,3.441978333148137947e-02,-1.658365662185186037e-02
-2.039153911442378314e-02,-2.759889033227712618e-01,3.425354910393563906e-02,-1.666280765645895487e-02
-2.313426102997516443e-02,-2.725585916772383377e-01,3.408653476811387278e-02,-1.673968175599132788e-02
-2.584277327647992520e-02,-2.691469784062212045e-01,3.391876298910232596e-02,-1.681429976290202410e-02
-2.851726310087651650e-02,-2.657541157911868512e-01,3.375025622387782531e-02,-1.688668245645467275e-02
-3.115791826223821004e-02,-2.623800539812156107e-01,3.358103672194467232e-02,-1.695685055172486619e-02
-3.376492701055656964e-02,-2.590248410144525004e-01,3.341112652598145910e-02,-1.702482469861710604e-02
-3.633847806573899802e-02,-2.556885228394772391e-01,3.324054747249761965e-02,-1.709062548089737218e-02
-3.887876059681961982e-02,-2.523711433365921075e-01,3.306932119249959834e-02,-1.715427341524131469e-02
-4.138596420138256071e-02,-2.490727443390265694e-01,3.289746911216644143e-02,-1.721578895029816231e-02
-4.386027888519693219e-02,-2.457933656540574607e-01,3.272501245353467286e-02,-1.727519246577033027e-02
-4.630189504206252277e-02,-2.425330450840442464e-01,3.255197223519230854e-02,-1.733250427150879319e-02
-4.871100343386546017e-02,-2.392918184473778187e-01,3.237836927298181483e-02,-1.738774460662418850e-02
-5.108779517084288679e-02,-2.360697195993424202e-01,3.220422418071190035e-02,-1.744093363861374049e-02
-5.343246169205586454e-02,-2.328667804528894714e-01,3.202955737087794658e-02,-1.749209146250390451e-02
-5.574519474606951658e-02,-2.296830309993226904e-01,3.185438905539093868e-02,-1.754123810000884909e-02
-5.802618637183962896e-02,-2.265184993288932858e-01,3.167873924631472993e-02,-1.758839349870466515e-02
-6.027562887980469908e-02,-2.233732116513048593e-01,3.150262775661148706e-02,-1.763357753121937502e-02
-6.249371483318261894e-02,-2.202471923161269107e-01,3.132607420089514316e-02,-1.767680999443865461e-02
-6.468063702947102200e-02,-2.171404638331161652e-01,3.114909799619274694e-02,-1.771811060872730340e-02
-6.683658848215037751e-02,-2.140530468924451424e-01,3.097171836271348649e-02,-1.775749901716641016e-02
-6.896176240258887480e-02,-2.109849603848371613e-01,3.079395432462527296e-02,-1.779499478480616945e-02
-7.105635218214824411e-02,-2.079362214216068649e-01,3.061582471083872450e-02,-1.783061739793433478e-02
-7.312055137448945918e-02,-2.049068453546060153e-01,3.043734815579838757e-02,-1.786438626336026361e-02
-7.515455367807745424e-02,-2.018968457960734764e-01,3.025854310028103233e-02,-1.789632070771448799e-02
-7.715855291888383538e-02,-1.989062346383888569e-01,3.007942779220087667e-02,-1.792643997676379025e-02
-7.913274303328662884e-02,-1.959350220737293702e-01,2.990002028742158244e-02,-1.795476323474170036e-02
-8.107731805116619173e-02,-1.929832166136290494e-01,2.972033845057487841e-02,-1.798130956369436984e-02
-8.299247207919611957e-02,-1.900508251084399303e-01,2.954039995588563297e-02,-1.800609796284175640e-02
-8.487839928432833192e-02,-1.871378527666945346e-01,2.936022228800325498e-02,-1.802914734795404983e-02
-8.673529387747129504e-02,-1.842443031743691007e-01,2.917982274283923566e-02,-1.805047655074326282e-02
-8.856335009736032715e-02,-1.813701783140471424e-01,2.899921842841072378e-02,-1.807010431826993474e-02
-9.036276219461909787e-02,-1.785154785839827563e-01,2.881842626568992607e-02,-1.808804931236483032e-02
-9.213372441601123952e-02,-1.756802028170632024e-01,2.863746298945925306e-02,-1.810433010906557783e-02
-9.387643098888102944e-02,-1.728643482996702618e-01,2.845634514917198821e-02,-1.811896519806815986e-02
-9.559107610578226888e-02,-1.700679107904400911e-01,2.827508910981840068e-02,-1.813197298219315981e-02
-9.727785390929415132e-02,-1.672908845389209365e-01,2.809371105279709346e-02,-1.814337177686666663e-02
-9.893695847702327351e-02,-1.645332623041284026e-01,2.791222697679149670e-02,-1.815317980961576524e-02
-1.005685838067906651e-01,-1.617950353729979140e-01,2.773065269865130494e-02,-1.816141521957848406e-02
-1.021729238020028102e-01,-1.590761935787339820e-01,2.754900385427876824e-02,-1.816809605702811997e-02
-1.037501722572056334e-01,-1.563767253190558315e-01,2.736729589951965649e-02,-1.817324028291183308e-02
-1.053005228438204793e-01,-1.536966175743392504e-01,2.718554411105876881e-02,-1.817686576840340032e-02
-1.068241690960609058e-01,-1.510358559256541611e-01,2.700376358731984561e-02,-1.817899029447002379e-02
-1.083213043970294304e-01,-1.483944245726976918e-01,2.682196924936973426e-02,-1.817963155145307583e-02
-1.097921219649930086e-01,-1.457723063516224438e-01,2.664017584182670068e-02,-1.817880713866268025e-02
-1.112368148398362594e-01,-1.431694827527597580e-01,2.645839793377269614e-02,-1.817653456398600140e-02
-1.126555758696914933e-01,-1.405859339382376227e-01,2.627664991966950289e-02,-1.817283124350913687e-02
-1.140485976977442806e-01,-1.380216387594930538e-01,2.609494602027856436e-02,-1.816771450115247516e-02
-1.154160727492136856e-01,-1.354765747746787818e-01,2.591330028358442700e-02,-1.816120156831943153e-02
-1.167581932185060012e-01,-1.329507182659638298e-01,2.573172658572159613e-02,-1.815330958355839200e-02
-1.180751510565409834e-01,-1.304440442567280922e-01,2.555023863190472935e-02,-1.814405559223778233e-02
-1.193671379582494779e-01,-1.279565265286505549e-01,2.536884995736200452e-02,-1.813345654623413003e-02
-1.206343453502414370e-01,-1.254881376386910163e-01,2.518757392827154426e-02,-1.812152930363295639e-02
-1.218769643786431628e-01,-1.230388489359652004e-01,2.500642374270077226e-02,-1.810829062844243956e-02
-1.230951858971028046e-01,-1.206086305785130930e-01,2.482541243154856234e-02,-1.809375719031962662e-02
-1.242892004549630003e-01,-1.181974515499605027e-01,2.464455285949006258e-02,-1.807794556430915994e-02
-1.254591982855995935e-01,-1.158052796760735692e-01,2.446385772592408678e-02,-1.806087223059432006e-02
-1.266053692949253850e-01,-1.134320816412062449e-01,2.428333956592290677e-02,-1.804255357426027759e-02
-1.277279030500577672e-01,-1.110778230046407244e-01,2.410301075118437969e-02,-1.802300588506941526e-02
-1.288269887681492698e-01,-1.087424682168205564e-01,2.392288349098624367e-02,-1.800224535724859187e-02
-1.299028153053799206e-01,-1.064259806354766330e-01,2.374296983314248127e-02,-1.798028808928821276e-02
-1.309555711461102834e-01,-1.041283225416458902e-01,2.356328166496165707e-02,-1.795715008375296101e-02
-1.319854443921941456e-01,-1.018494551555826633e-01,2.338383071420705589e-02,-1.793284724710406119e-02
-1.329926227524498294e-01,-9.958933865256278106e-02,2.320462855005856612e-02,-1.790739538953295060e-02
-1.339772935322889602e-01,-9.734793217858035697e-02,2.302568658407616251e-02,-1.788081022480619148e-02
-1.349396436235017205e-01,-9.512519386593726312e-02,2.284701607116488425e-02,-1.785310737012151677e-02
