xp,xv,angle,w
-1.358798594941973970e-01,-9.292108084872538476e-02,2.266862811054119395e-02,-1.782430234597486354e-02
-1.367981271788992204e-01,-9.073554927820157157e-02,2.249053364670061672e-02,-1.779441057603824150e-02
-1.376946322687925273e-01,-8.856855433805545241e-02,2.231274347038654862e-02,-1.776344738704832213e-02
-1.385695599021248836e-01,-8.642005025957007203e-02,2.213526821956011623e-02,-1.773142800870559574e-02
-1.394230947547574484e-01,-8.428999033667554375e-02,2.195811838037100769e-02,-1.769836757358396115e-02
-1.402554210308662452e-01,-8.217832694089560741e-02,2.178130428812913993e-02,-1.766428111705061268e-02
-1.410667224537923425e-01,-8.008501153618735602e-02,2.160483612827708566e-02,-1.762918357719609266e-02
-1.418571822570400265e-01,-7.800999469367413119e-02,2.142872393736315606e-02,-1.759308979477435322e-02
-1.426269831754215789e-01,-7.595322610627169846e-02,2.125297760401501090e-02,-1.755601451315271302e-02
-1.433763074363479939e-01,-7.391465460320789660e-02,2.107760686991374394e-02,-1.751797237827156309e-02
-1.441053367512641625e-01,-7.189422816443576114e-02,2.090262133076831522e-02,-1.747897793861367607e-02
-1.448142523072278309e-01,-6.989189393494035785e-02,2.072803043729022979e-02,-1.743904564518299755e-02
-1.455032347586309449e-01,-6.790759823893943725e-02,2.055384349616841064e-02,-1.739818985149277353e-02
-1.461724642190625478e-01,-6.594128659397800740e-02,2.038006967104410982e-02,-1.735642481356288944e-02
-1.468221202533121217e-01,-6.399290372491710233e-02,2.020671798348582307e-02,-1.731376468992626080e-02
-1.474523818695122335e-01,-6.206239357781680177e-02,2.003379731396409680e-02,-1.727022354164419252e-02
-1.480634275114194875e-01,-6.014969933371374505e-02,1.986131640282612354e-02,-1.722581533233050882e-02
-1.486554350508327571e-01,-5.825476342229326393e-02,1.968928385127005978e-02,-1.718055392818437083e-02
-1.492285817801475567e-01,-5.637752753545641204e-02,1.951770812231897953e-02,-1.713445309803161842e-02
-1.497830444050456677e-01,-5.451793264078198115e-02,1.934659754179435601e-02,-1.708752651337454298e-02
-1.503189990373187124e-01,-5.267591899488383717e-02,1.917596029928901949e-02,-1.703978774844989649e-02
-1.508366211878248986e-01,-5.085142615666365939e-02,1.900580444913949063e-02,-1.699125028029508516e-02
-1.513360857595777431e-01,-4.904439300045940198e-02,1.883613791139760602e-02,-1.694192748882235311e-02
-1.518175670409656897e-01,-4.725475772908965810e-02,1.866696847280137003e-02,-1.689183265690086949e-02
-1.522812386991017342e-01,-4.548245788679415591e-02,1.849830378774493245e-02,-1.684097897044655942e-02
-1.527272737733019192e-01,-4.372743037207067751e-02,1.833015137924765003e-02,-1.678937951851958502e-02
-1.531558446686916430e-01,-4.198961145040858850e-02,1.816251863992212473e-02,-1.673704729342932046e-02
-1.535671231499388389e-01,-4.026893676691923468e-02,1.799541283294115238e-02,-1.668399519084672739e-02
-1.539612803351128878e-01,-3.856534135886353909e-02,1.782884109300351613e-02,-1.663023600992396753e-02
-1.543384866896683472e-01,-3.687875966807695888e-02,1.766281042729854131e-02,-1.657578245342117285e-02
-1.546989120205523871e-01,-3.520912555329215599e-02,1.749732771646936649e-02,-1.652064712784021006e-02
-1.550427254704349889e-01,-3.355637230235959667e-02,1.733239971557481302e-02,-1.646484254356535976e-02
-1.553700955120606852e-01,-3.192043264436642686e-02,1.716803305504983543e-02,-1.640838111501075752e-02
-1.556811899427212598e-01,-3.030123876165385574e-02,1.700423424166446276e-02,-1.635127516077448245e-02
-1.559761758788478225e-01,-2.869872230173334260e-02,1.684100965948115425e-02,-1.629353690379920297e-02
-1.562552197507217633e-01,-2.711281438910192326e-02,1.667836557081052787e-02,-1.623517847153922722e-02
-1.565184872973031660e-01,-2.554344563695695042e-02,1.651630811716537847e-02,-1.617621189613387481e-02
-1.567661435611760468e-01,-2.399054615881055300e-02,1.635484332021293688e-02,-1.611664911458701374e-02
-1.569983528836091657e-01,-2.245404558000413039e-02,1.619397708272530059e-02,-1.605650196895270013e-02
-1.572152788997314143e-01,-2.093387304912320765e-02,1.603371518952798405e-02,-1.599578220652677490e-02
-1.574170845338209723e-01,-1.942995724931294993e-02,1.587406330844651214e-02,-1.593450148004431355e-02
-1.576039319947070416e-01,-1.794222640949469025e-02,1.571502699125101529e-02,-1.587267134788281076e-02
-1.577759827712832408e-01,-1.647060831548377222e-02,1.555661167459877411e-02,-1.581030327427102727e-02
-1.579333976281318275e-01,-1.501503032100905653e-02,1.539882268097463036e-02,-1.574740862950332887e-02
-1.580763366012574445e-01,-1.357541935863441906e-02,1.524166521962924160e-02,-1.568399869015948619e-02
-1.582049589939296674e-01,-1.215170195058258920e-02,1.508514438751510679e-02,-1.562008463932975169e-02
-1.583194233726333278e-01,-1.074380421946166675e-02,1.492926517022031066e-02,-1.555567756684518056e-02
-1.584198875631256387e-01,-9.351651898894666054e-03,1.477403244289994533e-02,-1.549078846951304142e-02
-1.585065086465989870e-01,-7.975170344052444696e-03,1.461945097120515014e-02,-1.542542825135724376e-02
-1.585794429559487795e-01,-6.614284542090356767e-03,1.446552541220971939e-02,-1.535960772386366947e-02
-1.586388460721450122e-01,-5.268919122489010634e-03,1.431226031533423988e-02,-1.529333760623030614e-02
-1.586848728207068127e-01,-3.938998367299471198e-03,1.415966012326769913e-02,-1.522662852562210040e-02
-1.587176772682790393e-01,-2.624446221293283074e-03,1.400772917288651935e-02,-1.515949101743041538e-02
-1.587374127193098006e-01,-1.325186302017679861e-03,1.385647169617098065e-02,-1.509193552553700704e-02
-1.587442317128280600e-01,-4.114190975634812730e-05,1.370589182111897619e-02,-1.502397240258241534e-02
-1.587382860193205236e-01,1.227763962603882876e-03,1.355599357265706642e-02,-1.495561191023869578e-02
-1.587197266377064486e-01,2.481608619800042617e-03,1.340678087354877854e-02,-1.488686421948637317e-02
-1.586887037924100685e-01,3.720469654513342515e-03,1.325825754530012522e-02,-1.481773941089554840e-02
-1.586453669305289971e-01,4.944424937782430918e-03,1.311042730906228360e-02,-1.474824747491105224e-02
-1.585898647190982780e-01,6.153552609509208363e-03,1.296329378653140497e-02,-1.467839831214157176e-02
-1.585223450424488867e-01,7.347931069056802197e-03,1.281686050084551373e-02,-1.460820173365264332e-02
-1.584429549996596298e-01,8.527638965939325633e-03,1.267113087747846409e-02,-1.453766746126344822e-02
-1.583518409021019147e-01,9.692755190603023763e-03,1.252610824513089409e-02,-1.446680512784730317e-02
-1.582491482710760566e-01,1.084335886529841711e-02,1.238179583661817677e-02,-1.439562427763577644e-02
-1.581350218355385695e-01,1.197952933504304110e-02,1.223819678975529568e-02,-1.432413436652633931e-02
-1.580096055299192448e-01,1.310134615867440330e-02,1.209531414823863428e-02,-1.425234476239347660e-02
-1.578730424920273823e-01,1.420888909999272996e-02,1.195315086252463944e-02,-1.418026474540316079e-02
-1.577254750610459777e-01,1.530223811899313405e-02,1.181170979070531903e-02,-1.410790350833063776e-02
-1.575670447756133408e-01,1.638147336318677982e-02,1.167099369938054236e-02,-1.403527015688141137e-02
-1.573978923719909218e-01,1.744667515901064669e-02,1.153100526452712458e-02,-1.396237371001537129e-02
-1.572181577823166254e-01,1.849792400332548464e-02,1.139174707236464794e-02,-1.388922310027398618e-02
-1.570279801329427238e-01,1.953530055500156057e-02,1.125322162021799924e-02,-1.381582717411047878e-02
-1.568274977428574524e-01,2.055888562659179131e-02,1.111543131737658535e-02,-1.374219469222290844e-02
-1.566168481221895115e-01,2.156876017609182447e-02,1.097837848595021280e-02,-1.366833432989009861e-02
-1.563961679707943919e-01,2.256500529878668546e-02,1.084206536172158120e-02,-1.359425467731032247e-02
-1.561655931769219685e-01,2.354770221918357428e-02,1.070649409499539392e-02,-1.351996423994268788e-02
-1.559252588159642239e-01,2.451693228303037514e-02,1.057166675144402372e-02,-1.344547143885113823e-02
-1.556752991492824090e-01,2.547277694941948653e-02,1.043758531294973826e-02,-1.337078461105101375e-02
-1.554158476231126684e-01,2.641531778297655578e-02,1.030425167844343896e-02,-1.329591200985809872e-02
-1.551470368675494926e-01,2.734463644613367023e-02,1.017166766473990777e-02,-1.322086180524007989e-02
-1.548689986956058584e-01,2.826081469148662706e-02,1.003983500736951341e-02,-1.314564208417036244e-02
-1.545818641023495588e-01,2.916393435423582717e-02,9.908755361406380510e-03,-1.307026085098417396e-02
-1.542857632641144727e-01,3.005407734471039066e-02,9.778430302292981727e-03,-1.299472602773688208e-02
-1.539808255377864421e-01,3.093132564097507073e-02,9.648861326661132068e-03,-1.291904545456448034e-02
-1.536671794601624230e-01,3.179576128151953562e-02,9.520049853149373242e-03,-1.284322689004616450e-02
-1.533449527473825513e-01,3.264746635802958513e-02,9.391997223216722035e-03,-1.276727801156894021e-02
-1.530142722944339284e-01,3.348652300823992678e-02,9.264704701952760149e-03,-1.269120641569421518e-02
-1.526752641747255446e-01,3.431301340886799139e-02,9.138173478884046436e-03,-1.261501961852629083e-02
-1.523280536397333962e-01,3.512701976862848269e-02,9.012404668776841099e-03,-1.253872505608272236e-02
-1.519727651187152140e-01,3.592862432132813005e-02,8.887399312436112392e-03,-1.246233008466646544e-02
-1.516095222184936364e-01,3.671790931904025251e-02,8.763158377500815388e-03,-1.238584198123976812e-02
-1.512384477233073843e-01,3.749495702535875219e-02,8.639682759235420284e-03,-1.230926794379974369e-02
-1.508596635947294651e-01,3.825984970873102381e-02,8.516973281317683289e-03,-1.223261509175557586e-02
-1.504732909716516021e-01,3.901266963586940556e-02,8.395030696622628880e-03,-1.215589046630728871e-02
-1.500794501703342498e-01,3.975349906524075494e-02,8.273855688002745151e-03,-1.207910103082604665e-02
-1.496782606845212249e-01,4.048242024063365696e-02,8.153448869064361046e-03,-1.200225367123591499e-02
-1.492698411856184237e-01,4.119951538480289693e-02,8.033810784940203717e-03,-1.192535519639703438e-02
-1.488543095229354907e-01,4.190486669319072599e-02,7.914941913058118686e-03,-1.184841233849016039e-02
-1.484317827239901300e-01,4.259855632772451689e-02,7.796842663905931975e-03,-1.177143175340251979e-02
-1.480023769948738965e-01,4.328066641069035908e-02,7.679513381792454213e-03,-1.169442002111492108e-02
-1.475662077206789102e-01,4.395127901868215586e-02,7.562954345604601565e-03,-1.161738364609008617e-02
-1.471233894659847719e-01,4.461047617662582815e-02,7.447165769560630880e-03,-1.154032905766214090e-02
-1.466740359754047929e-01,4.525833985187812519e-02,7.332147803959474311e-03,-1.146326261042723491e-02
-1.462182601741908172e-01,4.589495194839969539e-02,7.217900535926160405e-03,-1.138619058463521960e-02
-1.457561741688961077e-01,4.652039430100191747e-02,7.104423990153313842e-03,-1.130911918658235663e-02
-1.452878892480952699e-01,4.713474866966706894e-02,6.991718129638726902e-03,-1.123205454900501332e-02
-1.448135158831605762e-01,4.773809673394144998e-02,6.879782856418981823e-03,-1.115500273147427765e-02
-1.443331637290941327e-01,4.833052008740093552e-02,6.768618012299129280e-03,-1.107796972079147860e-02
-1.438469416254149480e-01,4.891210023218863640e-02,6.658223379578403871e-03,-1.100096143138454621e-02
-1.433549575971002077e-01,4.948291857362414198e-02,6.548598681771974905e-03,-1.092398370570518175e-02
-1.428573188555802564e-01,5.004305641488394907e-02,6.439743584328715999e-03,-1.084704231462678588e-02
-1.423541317997862876e-01,5.059259495175265353e-02,6.331657695344998678e-03,-1.077014295784311203e-02
-1.418455020172501857e-01,5.113161526744446767e-02,6.224340566274491789e-03,-1.069329126426759799e-02
-1.413315342852558554e-01,5.166019832749458446e-02,6.117791692633964967e-03,-1.061649279243334111e-02
-1.408123325720412877e-01,5.217842497472004182e-02,6.012010514705089237e-03,-1.053975303089367370e-02
-1.402880000380506698e-01,5.268637592424958022e-02,5.906996418232230393e-03,-1.046307739862330048e-02
-1.397586390372357323e-01,5.318413175862209824e-02,5.802748735116225638e-03,-1.038647124541995821e-02
-1.392243511184059479e-01,5.367177292295324809e-02,5.699266744104146062e-03,-1.030993985230656794e-02
-1.386852370266266343e-01,5.414937972016978240e-02,5.596549671475030234e-03,-1.023348843193382963e-02
-1.381413967046644375e-01,5.461703230631115291e-02,5.494596691721590626e-03,-1.015712212898323141e-02
-1.375929292944793048e-01,5.507481068589802770e-02,5.393406928227890279e-03,-1.008084602057044039e-02
-1.370399331387626429e-01,5.552279470736715822e-02,5.292979453942983636e-03,-1.000466511664902663e-02
-1.364825057825207189e-01,5.596106405857233235e-02,5.193313292050515464e-03,-9.928584360414495838e-03
-1.359207439747026347e-01,5.638969826235082361e-02,5.094407416634282211e-03,-9.852608628708601352e-03
-1.353547436698724349e-01,5.680877667215501053e-02,4.996260753339745384e-03,-9.776742732423883420e-03
-1.347846000299245395e-01,5.721837846774871505e-02,4.898872180031500420e-03,-9.700991416908420067e-03
-1.342104074258418378e-01,5.761858265096778120e-02,4.802240527446699318e-03,-9.625359362370744520e-03
-1.336322594394959706e-01,5.800946804154454017e-02,4.706364579844415745e-03,-9.549851184284906605e-03
-1.330502488654888849e-01,5.839111327299568305e-02,4.611243075650969976e-03,-9.474471433795643438e-03
-1.324644677130353831e-01,5.876359678857311086e-02,4.516874708101190246e-03,-9.399224598123614299e-03
-1.318750072078856694e-01,5.912699683727736660e-02,4.423258125875632191e-03,-9.324115100970697956e-03
-1.312819577942875848e-01,5.948139146993321885e-02,4.330391933733737306e-03,-9.249147302925288250e-03
-1.306854091369877291e-01,5.982685853532692527e-02,4.238274693142940822e-03,-9.174325501867586219e-03
-1.300854501232709126e-01,6.016347567640479427e-02,4.146904922903729002e-03,-9.099653933374841908e-03
-1.294821688650372726e-01,6.049132032653261465e-02,4.056281099770642391e-03,-9.025136771126521587e-03
-1.288756527009165265e-01,6.081046970581551608e-02,3.966401659069226752e-03,-8.950778127309374360e-03
-1.282659881984188066e-01,6.112100081747783714e-02,3.877264995308938623e-03,-8.876582053022368662e-03
-1.276532611561212449e-01,6.142299044430257066e-02,3.788869462791995962e-03,-8.802552538681467434e-03
-1.270375566058899452e-01,6.171651514512999787e-02,3.701213376218186451e-03,-8.728693514424214206e-03
-1.264189588151367061e-01,6.200165125141503947e-02,3.614295011285629123e-03,-8.655008850514116225e-03
-1.257975512891098269e-01,6.227847486384294196e-02,3.528112605287494520e-03,-8.581502357744776044e-03
-1.251734167732184988e-01,6.254706184900285515e-02,3.442664357704683376e-03,-8.508177787843762899e-03
-1.245466372553901135e-01,6.280748783611890540e-02,3.357948430794469898e-03,-8.435038833876194395e-03
-1.239172939684600877e-01,6.305982821383826487e-02,3.273962950175107918e-03,-8.362089130647992058e-03
-1.232854673925933980e-01,6.330415812707596013e-02,3.190706005406410313e-03,-8.289332255108802089e-03
-1.226512372577374804e-01,6.354055247391580952e-02,3.108175650566296060e-03,-8.216771726754550087e-03
-1.220146825461057988e-01,6.376908590256724629e-02,3.026369904823318809e-03,-8.144411008029593321e-03
-1.213758814946915426e-01,6.398983280837741705e-02,2.945286753005171756e-03,-8.072253504728468809e-03
-1.207349115978110093e-01,6.420286733089838882e-02,2.864924146163179679e-03,-8.000302566397195572e-03
-1.200918496096759630e-01,6.440826335100881261e-02,2.785280002132779417e-03,-7.928561486734118924e-03
-1.194467715469945124e-01,6.460609448808975197e-02,2.706352206089994439e-03,-7.857033503990265566e-03
-1.187997526916000357e-01,6.479643409725424630e-02,2.628138611103908277e-03,-7.785721801369186942e-03
-1.181508675931074587e-01,6.497935526663022043e-02,2.550637038685142025e-03,-7.714629507426283041e-03
-1.175001900715964692e-01,6.515493081469622694e-02,2.473845279330341967e-03,-7.643759696467563279e-03
-1.168477932203211278e-01,6.532323328766975745e-02,2.397761093062681682e-03,-7.573115388947835799e-03
-1.161937494084453182e-01,6.548433495694758188e-02,2.322382209968386433e-03,-7.502699551868305221e-03
-1.155381302838035112e-01,6.563830781659779623e-02,2.247706330729282425e-03,-7.432515099173547628e-03
-1.148810067756864117e-01,6.578522358090309330e-02,2.173731127151381365e-03,-7.362564892147853250e-03
-1.142224490976508633e-01,6.592515368195495107e-02,2.100454242689505507e-03,-7.292851739810909083e-03
-1.135625267503535957e-01,6.605816926729825289e-02,2.027873292967956233e-03,-7.223378399312803226e-03
-1.129013085244082448e-01,6.618434119762589551e-02,1.955985866297239167e-03,-7.154147576328330135e-03
-1.122388625032651882e-01,6.630374004452316283e-02,1.884789524186847786e-03,-7.085161925450583764e-03
-1.115752560661137233e-01,6.641643608826121314e-02,1.814281801854116579e-03,-7.016424050583809115e-03
-1.109105558908059924e-01,6.652249931563947172e-02,1.744460208729147442e-03,-6.947936505335498315e-03
-1.102448279568023215e-01,6.662199941787645685e-02,1.675322228955820371e-03,-6.879701793407714747e-03
-1.095781375481373610e-01,6.671500578854863694e-02,1.606865321888894084e-03,-6.811722368987624399e-03
-1.089105492564066274e-01,6.680158752157688840e-02,1.539086922587206124e-03,-6.744000637137211041e-03
-1.082421269837729044e-01,6.688181340926027674e-02,1.471984442302979364e-03,-6.676538954182170867e-03
-1.075729339459921136e-01,6.695575194035657818e-02,1.405555268967244049e-03,-6.609339628099953658e-03
-1.069030326754581428e-01,6.702347129820933336e-02,1.339796767671383578e-03,-6.542404918906941785e-03
-1.062324850242661184e-01,6.708503935892087822e-02,1.274706281144812525e-03,-6.475737039044749711e-03
-1.055613521672938288e-01,6.714052368957110217e-02,1.210281130228797264e-03,-6.409338153765625767e-03
-1.048896946053005930e-01,6.718999154648142014e-02,1.146518614346426178e-03,-6.343210381516934532e-03
-1.042175721680433931e-01,6.723350987352365304e-02,1.083416011968739608e-03,-6.277355794324712863e-03
-1.035450440174096182e-01,6.727114530047335894e-02,1.020970581077029760e-03,-6.211776418176278777e-03
-1.028721686505660593e-01,6.730296414140728156e-02,9.591795596213187943e-04,-6.146474233401873211e-03
-1.021990039031237807e-01,6.732903239314450006e-02,8.980401659750250794e-04,-6.081451175055326876e-03
-1.015256069523182425e-01,6.734941573373086354e-02,8.375495993858283377e-04,-6.016709133293729646e-03
-1.008520343202044950e-01,6.736417952096644679e-02,7.777050404227431237e-04,-5.952249953756092934e-03
-1.001783418768667777e-01,6.737338879097545807e-02,7.185036514194100606e-04,-5.888075437940987721e-03
-9.950458484364227418e-02,6.737710825681836324e-02,6.599425769136169810e-04,-5.824187343583140004e-03
-9.883081779635849440e-02,6.737540230714578193e-02,6.020189440830583201e-04,-5.760587385028975022e-03
-9.815709466858396626e-02,6.736833500489380899e-02,5.447298631773450119e-04,-5.697277233611093734e-03
-9.748346875489169450e-02,6.735597008602030311e-02,4.880724279462749188e-04,-5.634258518021665121e-03
-9.680999271413510965e-02,6.733837095828189290e-02,4.320437160643745265e-04,-5.571532824684723856e-03
-9.613671857273603516e-02,6.731560070005118690e-02,3.766407895517237233e-04,-5.509101698127356027e-03
-9.546369772798427022e-02,6.728772205917393778e-02,3.218606951910736916e-04,-5.446966641349765964e-03
-9.479098095134839974e-02,6.725479745186566105e-02,2.677004649412704899e-04,-5.385129116194199012e-03
-9.411861839179744282e-02,6.721688896164745852e-02,2.141571163469945145e-04,-5.323590543712724589e-03
-9.344665957913297905e-02,6.717405833832056083e-02,1.612276529448283661e-04,-5.262352304533846580e-03
-9.277515342733130832e-02,6.712636699697932530e-02,1.089090646656642048e-04,-5.201415739227946249e-03
-9.210414823789528360e-02,6.707387601706223113e-02,5.719832823346282670e-05,-5.140782148671532541e-03
-9.143369170321546946e-02,6.701664614144055288e-02,6.092407560376068018e-06,-5.080452794410297152e-03
-9.076383090994021019e-02,6.695473777554433736e-02,-4.441174586175525752e-05,-5.020428899020951824e-03
-9.009461234235426053e-02,6.688821098652532327e-02,-9.431719257351563104e-05,-4.960711646471848736e-03
-8.942608188576559036e-02,6.681712550245640092e-02,-1.436270047636291737e-04,-4.901302182482360562e-03
-8.875828482990004431e-02,6.674154071156730705e-02,-1.923442658882616306e-04,-4.842201614881015866e-03
-8.809126587230342587e-02,6.666151566151617969e-02,-2.404720702938973145e-04,-4.783411013962373358e-03
-8.742506912175072864e-02,6.657710905869654305e-02,-2.880135228437785211e-04,-4.724931412842633266e-03
-8.675973810166208444e-02,6.648837926757952821e-02,-3.349717385478945958e-04,-4.666763807813962411e-03
-8.609531575352515065e-02,6.639538431009073260e-02,-3.813498421965079107e-04,-4.608909158697530387e-03
-8.543184444032349278e-02,6.629818186502163535e-02,-4.271509679972037708e-04,-4.551368389195245556e-03
-8.476936594997078189e-02,6.619682926747494367e-02,-4.723782592154507766e-04,-4.494142387240178740e-03
-8.410792149875027934e-02,6.609138350834378728e-02,-5.170348678186592562e-04,-4.437232005345665038e-03
-8.344755173475940091e-02,6.598190123382415007e-02,-5.611239541237237824e-04,-4.380638060953073384e-03
-8.278829674135901318e-02,6.586843874496041418e-02,-6.046486864480368154e-04,-4.324361336778234297e-03
-8.213019604062705981e-02,6.575105199722348914e-02,-6.476122407639598681e-04,-4.268402581156518008e-03
-8.147328859681628177e-02,6.562979660012131788e-02,-6.900178003567384753e-04,-4.212762508386549108e-03
-8.081761281981565681e-02,6.550472781684131551e-02,-7.318685554858478512e-04,-4.157441799072555955e-03
-8.016320656861525284e-02,6.537590056392446336e-02,-7.731677030497545412e-04,-4.102441100465334042e-03
-7.951010715477421775e-02,6.524336941097068354e-02,-8.139184462540816024e-04,-4.047761026801828532e-03
-7.885835134589150308e-02,6.510718858037514711e-02,-8.541239942831619150e-04,-3.993402159643314256e-03
-7.820797536907912739e-02,6.496741194709521050e-02,-8.937875619749665072e-04,-3.939365048212175799e-03
-7.755901491443757678e-02,6.482409303844759163e-02,-9.329123694993937980e-04,-3.885650209727268579e-03
-7.691150513853309278e-02,6.467728503393552209e-02,-9.715016420399051221e-04,-3.832258129737860491e-03
-7.626548066787658398e-02,6.452704076510545894e-02,-1.009558609478492658e-03,-3.779189262456144564e-03
-7.562097560240375882e-02,6.437341271543310650e-02,-1.047086506083965123e-03,-3.726444031088310942e-03
-7.497802351895628548e-02,6.421645302023831769e-02,-1.084088570203537360e-03,-3.674022828164175570e-03
-7.433665747476365937e-02,6.405621346662865312e-02,-1.120568043957708305e-03,-3.621926015865354741e-03
-7.369691001092548710e-02,6.389274549347118137e-02,-1.156528172938414006e-03,-3.570153926351977286e-03
-7.305881315589392300e-02,6.372610019139227089e-02,-1.191972205910440084e-03,-3.518706862087930907e-03
-7.242239842895596691e-02,6.355632830280497081e-02,-1.226903394516079852e-03,-3.467585096164632705e-03
-7.178769684371531790e-02,6.338348022196368947e-02,-1.261324992983021628e-03,-3.416788872623317819e-03
-7.115473891157361730e-02,6.320760599504590682e-02,-1.295240257835452444e-03,-3.366318406775837928e-03
-7.052355464521066486e-02,6.302875532026049055e-02,-1.328652447608362095e-03,-3.316173885523967038e-03
-6.989417356206345522e-02,6.284697754798236613e-02,-1.361564822565032367e-03,-3.266355467677201519e-03
-6.926662468780377113e-02,6.266232168091324939e-02,-1.393980644417697548e-03,-3.216863284269056138e-03
-6.864093655981395870e-02,6.247483637426803210e-02,-1.425903176051358887e-03,-3.167697438871842647e-03
-6.801713723066077355e-02,6.228456993598662644e-02,-1.457335681250740856e-03,-3.118858007909928315e-03
-6.739525427156697890e-02,6.209157032697081718e-02,-1.488281424430371426e-03,-3.070345040971470939e-03
-6.677531477588043163e-02,6.189588516134595514e-02,-1.518743670367772277e-03,-3.022158561118617765e-03
-6.615734536254043452e-02,6.169756170674707552e-02,-1.548725683939743093e-03,-2.974298565196170033e-03
-6.554137217954110473e-02,6.149664688462919832e-02,-1.578230729861725221e-03,-2.926765024138704065e-03
-6.492742090739153649e-02,6.129318727060144301e-02,-1.607262072430228625e-03,-2.879557883276143235e-03
-6.431551676257246664e-02,6.108722909478472851e-02,-1.635822975268306318e-03,-2.832677062637777368e-03
-6.370568450098929025e-02,6.087881824219269766e-02,-1.663916701074062395e-03,-2.786122457254725220e-03
-6.309794842142113502e-02,6.066800025313559552e-02,-1.691546511372175442e-03,-2.739893937460831375e-03
-6.249233236896577920e-02,6.045482032364677544e-02,-1.718715666268423896e-03,-2.693991349191998414e-03
-6.188885973848018418e-02,6.023932330593157608e-02,-1.745427424207197063e-03,-2.648414514283945267e-03
-6.128755347801644049e-02,6.002155370883822255e-02,-1.771685041731974920e-03,-2.603163230768388691e-03
-6.068843609225290509e-02,5.980155569835051560e-02,-1.797491773248763216e-03,-2.558237273167646587e-03
-6.009152964592028023e-02,5.957937309810196203e-02,-1.822850870792465036e-03,-2.513636392787653613e-03
-5.949685576722247432e-02,5.935504938991108953e-02,-1.847765583796176026e-03,-2.469360318009390827e-03
-5.890443565125196013e-02,5.912862771433764764e-02,-1.872239158863385272e-03,-2.425408754578720679e-03
-5.831429006339952648e-02,5.890015087125939630e-02,-1.896274839543066453e-03,-2.381781385894626499e-03
-5.772643934275810407e-02,5.866966132046923937e-02,-1.919875866107643861e-03,-2.338477873295854298e-03
-5.714090340552056141e-02,5.843720118229233512e-02,-1.943045475333815943e-03,-2.295497856345948655e-03
-5.655770174837120717e-02,5.820281223822299649e-02,-1.965786900286222924e-03,-2.252840953116685280e-03
-5.597685345187083938e-02,5.796653593158104106e-02,-1.988103370103938127e-03,-2.210506760469891155e-03
-5.539837718383511245e-02,5.772841336818732016e-02,-2.009998109789771711e-03,-2.168494854337656586e-03
-5.482229120270609019e-02,5.748848531705817722e-02,-2.031474340002368401e-03,-2.126804790000927890e-03
-5.424861336091672814e-02,5.724679221111851624e-02,-2.052535276851080118e-03,-2.085436102366485054e-03
-5.367736110824815332e-02,5.700337414793325147e-02,-2.073184131693604857e-03,-2.044388306242298729e-03
-5.310855149517952623e-02,5.675827089045683976e-02,-2.093424110936366843e-03,-2.003660896611264390e-03
-5.254220117623032565e-02,5.651152186780062509e-02,-2.113258415837628891e-03,-1.963253348903310196e-03
-5.197832641329486886e-02,5.626316617601773845e-02,-2.132690242313315266e-03,-1.923165119265880926e-03
-5.141694307896889360e-02,5.601324257890527569e-02,-2.151722780745533772e-03,-1.883395644832789326e-03
-5.085806665986804947e-02,5.576178950882348939e-02,-2.170359215793775821e-03,-1.843944343991438771e-03
-5.030171225993808337e-02,5.550884506753175213e-02,-2.188602726208782340e-03,-1.804810616648412028e-03
-4.974789460375660805e-02,5.525444702704099265e-02,-2.206456484649056866e-03,-1.765993844493425917e-03
-4.919662803982625954e-02,5.499863283048237600e-02,-2.223923657500008477e-03,-1.727493391261650333e-03
-4.864792654385908383e-02,5.474143959299195006e-02,-2.241007404695712860e-03,-1.689308602994389705e-03
-4.810180372205199312e-02,5.448290410261100170e-02,-2.257710879543269392e-03,-1.651438808298126212e-03
-4.755827281435315301e-02,5.422306282120190057e-02,-2.274037228549741219e-03,-1.613883318601922389e-03
-4.701734669771912012e-02,5.396195188537912524e-02,-2.289989591251660999e-03,-1.576641428413184205e-03
-4.647903788936262603e-02,5.369960710745527027e-02,-2.305571100047087117e-03,-1.539712415571782437e-03
-4.594335854999077179e-02,5.343606397640172923e-02,-2.320784880030191729e-03,-1.503095541502531048e-03
-4.541032048703359802e-02,5.317135765882387288e-02,-2.335634048828365457e-03,-1.466790051466023651e-03
-4.487993515786281584e-02,5.290552299995041063e-02,-2.350121716441823123e-03,-1.430795174807825447e-03
-4.435221367300054562e-02,5.263859452463674066e-02,-2.364250985085691436e-03,-1.395110125206021736e-03
-4.382716679931798753e-02,5.237060643838203217e-02,-2.378024949034566928e-03,-1.359734100917122778e-03
-4.330480496322385020e-02,5.210159262835974830e-02,-2.391446694469520715e-03,-1.324666285020323917e-03
-4.278513825384239189e-02,5.183158666446147783e-02,-2.404519299327541413e-03,-1.289905845660121618e-03
-4.226817642618096310e-02,5.156062180035372866e-02,-2.417245833153393655e-03,-1.255451936287284775e-03
-4.175392890428691883e-02,5.128873097454749591e-02,-2.429629356953879205e-03,-1.221303695898182801e-03
-4.124240478439378937e-02,5.101594681148040322e-02,-2.441672923054482441e-03,-1.187460249272468977e-03
-4.073361283805653626e-02,5.074230162261109123e-02,-2.453379574958385045e-03,-1.153920707209121679e-03
